x,y,Mahalanobis,p
0.391581216049731,-0.02920062619237753,0.2109419656054544,0.9758038561958914
-0.8858323906238283,0.31319483037909746,1.5120495005396808,0.67949211732108
-0.7877322115700777,-0.8883631809770396,0.9430389684617899,0.8150310234120223
-0.4897920750698905,-0.8013420630010397,0.6399450504148854,0.8872300162312617
0.6223426749782364,0.09842959627046514,0.4376945555475858,0.9323501858328688
-0.47877515900254614,-0.8319571712631797,0.6829033043115096,0.8772177060069881
-1.260496119747299,-2.949500932619007,8.674000478423915,0.03395441866121096
-0.5048680922212613,-0.7515465063392537,0.5766556438436856,0.9017551084937135
-0.014883779607597306,-1.0806156084442802,1.4702903151046918,0.6891440876540667
1.4370414512058327,1.501038267164977,2.954171025955487,0.3987452091074738
-0.1761293220111822,-1.1775802653429954,1.5550396607235186,0.6696266818877885
0.3833770889150836,1.350822818826642,1.9526517504770344,0.5822919359241061
0.1138606709550151,-0.7995047473446497,0.9395624831055203,0.815871476908447
3.2384249891349373,1.8705993728525059,10.660335602559236,0.013711776735735981
-0.8142789492063464,-1.1621764622220951,1.4137195088287453,0.7023219767891637
0.174657069665618,1.5174744889799539,2.745257071343853,0.4325910354831941
-1.5731732002313772,-2.273042471586891,5.428914872223056,0.14295265780037825
-1.1771843136706557,-0.10729062479047045,1.6684128982692765,0.6439790112290129
-0.6352970088120243,-0.6784542878857927,0.572914024860995,0.9026041110283632
0.8996647458749564,1.4691321804365123,2.243630359401109,0.5234057549122046
-2.207349313947807,-1.2709379673062373,4.923975948552173,0.1774493957864819
1.3515994266929159,1.268263201811616,2.3528125686519044,0.502478984358468
0.2036848681346074,-0.10082155604924015,0.08850143673413266,0.9931806531976713
2.3830151498420022,-0.27674279714629124,8.287256692132699,0.04043344628581369
-0.9441604714124568,-1.1929351637125567,1.580709729160775,0.6637716256717192
0.23285851821276546,0.21440362437611135,0.07204570425566376,0.9949665753657555
1.248454042148522,1.7774999010507144,3.4060304038213713,0.3331557188112628
-0.054896860735476644,-0.7680355542173956,0.6983613965500394,0.8735892973565067
0.6565881920040266,0.4386960928697114,0.458264884577422,0.9279599611303581
0.6991471232110732,-0.09278442967008682,0.7200485758191474,0.8684784958281018
0.3161167077930139,0.6723371732478821,0.4686370094625958,0.9257256753786558
0.41846483509543414,-0.22431735673892444,0.4010429625107941,0.940026959004646
0.30392627575837544,0.2436561063828811,0.10918426056596266,0.9907129480673232
