x,y,Mahalanobis,p
-0.31456452972233867,-0.5028606059867607,0.26757043289513266,0.9660075693393626
0.3496437400581499,0.18687162638897611,0.2171321202077227,0.9747773224070468
-0.39050778250251883,-0.4309913550025195,0.16169185430661626,0.9835228533343183
-2.032634385734662,-1.6233220152257648,4.032151883819276,0.2580131717771392
-0.25137672081604184,-0.3452811884235551,0.10849578515934008,0.9907987620938588
-1.3772268660084468,-1.2161008179440824,1.8578352186844984,0.6024309300127169
-0.19980703582415077,-0.3189521634410218,0.1049853661996535,0.9912325220777596
-1.6357782544992077,-2.128540882855128,4.696148466997534,0.19544750108064524
-0.1257563807723078,0.1500512784880629,0.14673915345730357,0.9856913142409496
-0.9026790761455901,-0.8051847382678872,0.7600369164462757,0.8589998110242801
0.665509811262388,0.23401612800985655,0.8111225299380969,0.8468048630646106
0.1090106457855201,-1.059496545650384,3.676554734319895,0.2985750812987109
0.9327540426112487,1.1046954305310939,1.4500992347106267,0.6938343399574329
0.30327185049554745,1.3983042055276014,3.736438566610108,0.2913664597771295
-1.0338693254825868,-0.9716532371987313,1.063192161443255,0.7859662357528756
-0.6788077345288338,-1.1271043539817358,1.4292982411383484,0.6986816594180936
0.6542426614363501,0.04600049952454018,1.1649597058483356,0.7614200966836272
-0.4529320527485968,-0.6481363455022658,0.4196175297379456,0.9361608140263475
1.148462371821333,-0.5263462319041011,7.066171640209605,0.06981829838542197
-0.3605430628136235,-0.13817355265175188,0.12487083434102726,0.9886942529841939
-0.19147266930109463,0.30832946079283996,0.5369710072366369,0.9106971225920815
-0.10654527170112789,-0.724105741964947,1.1749747531190715,0.7590124424984229
0.6461113971867063,-0.0012857160934993004,1.2620262188148954,0.7381694585834493
1.3791076002766598,1.7390617844844214,3.429066899286102,0.33007910235164184
0.894045207264665,1.6564965649978094,3.4635319321536673,0.32552279870560064
0.9390943815008771,0.4914492288669701,1.2474437261919071,0.7416492596177883
0.03506914781813242,0.12273071546094641,0.030679209978922803,0.998583908139904
1.1566730769130689,1.509279984524246,2.5964099805484167,0.458119271295932
-0.5112571529341584,-0.5614110349157081,0.290460991911993,0.9618124123366618
0.6072640200454993,0.37042024740940716,0.5258805241696776,0.9131698752966426
